Begrip,Context,Juridische context,Wettelijke basis,Definitie_origineel,Definitie_gecorrigeerd,Voorbeelden,Toelichting,Synoniemen,Antoniemen,Vrije input,Datum,Voorsteller,Ketenpartners,Timestamp,Regel 1,Regel 2,Regel 3,Regel 4,Regel 5,Regel 6,Regel 7,Regel 8,Regel 9,Regel 10,Regel 11,Regel 12,Regel 13,Regel 14,Regel 15,Regel 16,Regel 17,Regel 18,Regel 19,Regel 20,Regel 21,Regel 22,Regel 23,Regel 24,Regel 25,Regel 26,Regel 27,Regel 28,Regel 29,Regel 30,Regel 31,Regel 32,Regel 33,Regel 34,Regel 35,Regel 36,Versietype,Regel 37,Regel 38,Regel 39,Regel 40,Regel 41,Regel 42,Regel 43,Regel 44,Regel 45,Definitie,Expert-review,Voorbeeld_zinnen,Praktijkvoorbeelden
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,Identiteitsvaststelling verwijst naar de procedure waarbij de identiteit van een persoon wordt bevestigd door middel van het verifiëren van persoonsgegevens en identificatiedocumenten.,Identiteitsvaststelling verwijst naar de procedure waarbij de identiteit van een persoon wordt bevestigd door middel van het verifiëren van persoonsgegevens en identificatiedocumenten.,"1. ""De KMAR voerde een identiteitsvaststelling uit bij de verdachte om te verifiëren of hij de persoon was die in het opsporingsregister stond.""
2. ""In het kader van het strafrecht is een correcte identiteitsvaststelling essentieel om ervoor te zorgen dat de juiste persoon wordt vervolgd voor een misdrijf.""
3. ""Volgens de Politiegegevenswet heeft de politie het recht om een identiteitsvaststelling uit te voeren bij personen die verdacht worden van een strafbaar feit.""","'Identiteitsvaststelling' is een term die vaak voorkomt in overheidsdocumenten en verwijst naar het proces waarbij de identiteit van een persoon wordt bevestigd. Dit kan gedaan worden door het controleren van officiële identificatiedocumenten zoals een paspoort of rijbewijs, of door het gebruik van biometrische gegevens zoals vingerafdrukken of gezichtsherkenning. 

In de organisatorische context van de Koninklijke Marechaussee (KMAR) is identiteitsvaststelling bijvoorbeeld essentieel bij grenscontroles, waar ze moeten verifiëren dat de persoon die een land binnenkomt of verlaat daadwerkelijk de persoon is die ze beweren te zijn.

In de juridische context van het strafrecht is identiteitsvaststelling belangrijk om te verzekeren dat de juiste persoon wordt aangeklaagd en berecht voor een misdrijf. Het kan ook helpen bij het opsporen en lokaliseren van verdachten.

De wettelijke basis voor identiteitsvaststelling wordt onder andere gevormd door de Politiegegevenswet. Deze wet regelt hoe de politie persoonsgegevens mag verwerken, inclusief gegevens","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimiteit
3. Identiteitsverwaarlozing
4. Identiteitsontkenning
5. Identiteitsvermijding",,2025-06-13,,,2025-06-13T13:05:44.142667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,Identiteitsvaststelling verwijst naar de procedure waarbij de identiteit van een persoon wordt bevestigd door middel van het verifiëren van persoonsgegevens en identificatiedocumenten.,,,
,,,,,,,,,,,2025-06-13,,,2025-06-13T14:50:49.513365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,,,,,,,,,,,2025-06-13,,,2025-06-13T14:51:15.674955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,,,,,,,,,,2025-06-13,,,2025-06-13T14:51:23.757036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,,,,,,,,,2025-06-13,,,2025-06-13T14:51:27.200075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,,,,,,,,2025-06-13,,,2025-06-13T14:51:29.621944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,,,,,,,,2025-06-13,,,2025-06-13T14:51:31.278997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonlijke gegevens van een individu, zoals naam, geboortedatum en burgerservicenummer, worden geverifieerd om de identiteit van dat individu te bevestigen.","Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonlijke gegevens van een individu, zoals naam, geboortedatum en burgerservicenummer, worden geverifieerd om de identiteit van dat individu te bevestigen.","1. ""Bij de grenscontrole voerde de KMAR een grondige identiteitsvaststelling uit om illegale immigratie tegen te gaan.""
2. ""In het kader van het strafrecht werd de verdachte onderworpen aan een identiteitsvaststelling om te verifiëren of hij de juiste persoon was.""
3. ""Volgens de Politiegegevenswet is een identiteitsvaststelling noodzakelijk om zeker te zijn van de identiteit van een persoon tijdens een politieonderzoek.""","Identiteitsvaststelling is een proces waarbij de identiteit van een persoon wordt bevestigd of vastgesteld. Dit kan gebeuren door het controleren van persoonlijke documenten, zoals een paspoort of rijbewijs, of door het verifiëren van biometrische gegevens, zoals vingerafdrukken of gezichtsherkenning. 

In de context van overheidsdocumenten kan identiteitsvaststelling een belangrijke rol spelen in verschillende situaties. Bijvoorbeeld, bij de Koninklijke Marechaussee (KMAR) kan identiteitsvaststelling worden gebruikt bij grenscontroles om te verifiëren of iemand wel echt is wie hij zegt dat hij is. 

In het strafrecht kan identiteitsvaststelling worden gebruikt om te bevestigen dat de juiste persoon wordt beschuldigd of veroordeeld voor een misdrijf. 

Volgens de Politiegegevenswet heeft de politie de bevoegdheid om persoonsgegevens te verwerken voor de uitvoering van hun taken, waaronder het vaststellen van identiteiten. Dit kan bijvoorbeeld nodig zijn bij het opsporen van verdachten, het handhaven van de openbare orde, of het verlenen van hulp aan","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimisering
3. Identiteitsontkenning
4. Persoonsvermenging
5. Identiteitsvervalsing",,2025-06-13,,,2025-06-13T14:52:17.583001,"🟡 CON-01: bredere contexttaal herkend (om), formulering mogelijk vaag","🟡 CON-02: bronvermelding aanwezig (De definitie van 'identiteitsvaststelling' in de context van de Koninklijke Marechaussee (KMAR) en het strafrecht, gebaseerd op de Politiegegevenswet, is afkomstig uit verschillende bronnen, waaronder:

1. Politiegegevenswet: Deze wet regelt de verwerking van politiegegevens door politie en andere instanties, zoals de KMAR. De wet stelt dat de politie en KMAR bevoegd zijn om identiteitsgegevens te verwerken voor de uitvoering van hun taken. Dit omvat ook de vaststelling van de identiteit van personen.

2. Wet op de identificatieplicht: Deze wet verplicht iedereen vanaf 14 jaar om een geldig identiteitsbewijs te kunnen tonen wanneer de politie of een andere bevoegde instantie daarom vraagt. Dit is een belangrijk instrument voor de identiteitsvaststelling.

3. Strafrecht: Het strafrecht bevat bepalingen over de identiteitsvaststelling van verdachten en veroordeelden. Zo kan de politie of KMAR de identiteit van een persoon vaststellen aan de hand van persoonsgegevens en fysieke kenmerken.

4. Richtlijnen van de KMAR: De KMAR heeft eigen procedures en richtlijnen voor de identiteitsvaststelling. Deze zijn gebaseerd op de bovengenoemde wetten en regelgeving, evenals op internationale normen en praktijken.

5. Veelgebruikte definities: In de praktijk wordt onder 'identiteitsvaststelling' vaak verstaan het proces van het vaststellen van de identiteit van een persoon aan de hand van officiële documenten (zoals een paspoort of ID-kaart), biometrische gegevens (zoals vingerafdrukken of gezichtsherkenning) en andere relevante informatie (zoals naam, geboortedatum en adres).), maar mogelijk te algemeen",✔️ ESS-01: geen doelgerichte formuleringen aangetroffen in de definitie,"❌ ESS-02: type(n) herkend (s), maar zonder duidelijke toelichting",❌ ESS-03: geen unieke of onderscheidende formuleringen gevonden,❌ ESS-04: geen toetsbare elementen herkend in de definitie,❌ ESS-05: geen onderscheidende formulering aangetroffen in de definitie,"❌ INT-01: complexe elementen gevonden (en, waarbij, ,), maar geen expliciet fout voorbeeld herkend",✔️ INT-02: geen beslisregels of voorwaardelijke formuleringen aangetroffen,✔️ INT-03: geen voornaamwoord-verwijzingen aangetroffen,✔️ INT-04: geen onduidelijke lidwoord-verwijzingen aangetroffen,"❌ INT-06: toelichtende elementen gevonden (zoals, waarbij), maar geen expliciet fout voorbeeld herkend","❌ INT-07: afkortingen gevonden (een, naar, te, van, zoals, de, worden, om, en, dat, naam, unieke), maar geen toelichting of verwijzing gevonden",✅ INT-08: definitie bevat geen negatieve formuleringen,"❌ INT-09: opsommingen (zoals) gevonden, maar zonder duidelijke toelichting",✅ INT-10: geen ontoegankelijke of impliciete achtergrondverwijzingen gevonden,✔️ SAM-01: geen afwijkende kwalificaties aangetroffen in de definitie,❌ SAM-02: overbodige herhaling(en) gevonden in definitie (gegevens),✔️ SAM-03: geen geneste of verweven definities aangetroffen,✔️ SAM-04: geen conflictieve formuleringen aangetroffen – mogelijk correct gedefinieerd,❌ SAM-05: definitie start met cirkeldefinitie (begrip gevolgd door verboden constructie),✔️ SAM-06: geen synoniemgebruik herkend,✔️ SAM-07: geen uitbreidende elementen herkend,✔️ SAM-08: geen synoniemverwijzing herkend – mogelijk correct toegepast,✔️ STR-01: geen werkwoordelijke start herkend – mogelijk goed geformuleerd,✔️ STR-02: geen herhaling van term herkend – mogelijk correct geformuleerd,✔️ STR-03: geen synonieme formulering gevonden,✔️ STR-04: geen algemene kick-off zonder toespitsing,✔️ STR-05: geen constructie-elementen gevonden,✔️ STR-06: geen formuleringen die informatiebehoefte suggereren,✔️ STR-07: geen dubbele ontkenning aangetroffen,"❌ STR-08: dubbelzinnige 'en'-constructie(s) gevonden (), context verduidelijken",✔️ STR-09: geen dubbelzinnige 'of'-constructies aangetroffen,"❌ VER-01: meervoudsvorm herkend (gegevens), eenduidigheid controleren",✔️ VER-02: definitie is enkelvoudig geformuleerd,"❌ VER-03: werkwoord niet in infinitief (), controle nodig",AI,✔️ ARAI01: geen werkwoorden als kern gevonden in de definitie,✔️ ARAI02: geen containerbegrippen zonder concretisering aangetroffen,✔️ ARAI02SUB1: geen containerbegrippen aangetroffen,✔️ ARAI02SUB2: geen ambtelijke containerbegrippen aangetroffen,✔️ ARAI03: geen subjectieve bijvoeglijke naamwoorden aangetroffen,✔️ ARAI04: geen modale hulpwerkwoorden aangetroffen,✔️ ARAI04SUB1: geen modale werkwoorden aangetroffen in de definitie,✔️ ARAI05: geen impliciete aannames aangetroffen,⚠️ ARAI06: fout bij uitvoeren toetsfunctie – toets_ARAI06() got multiple values for argument 'begrip',"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonlijke gegevens van een individu, zoals naam, geboortedatum en burgerservicenummer, worden geverifieerd om de identiteit van dat individu te bevestigen.",,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonlijke gegevens van een individu, zoals naam, geboortedatum en burgerservicenummer, worden geverifieerd om de identiteit van dat individu te bevestigen.","Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonlijke gegevens van een individu, zoals naam, geboortedatum en burgerservicenummer, worden geverifieerd om de identiteit van dat individu te bevestigen.","1. ""Bij de grenscontrole voerde de KMAR een grondige identiteitsvaststelling uit om illegale immigratie tegen te gaan.""
2. ""In het kader van het strafrecht werd de verdachte onderworpen aan een identiteitsvaststelling om te verifiëren of hij de juiste persoon was.""
3. ""Volgens de Politiegegevenswet is een identiteitsvaststelling noodzakelijk om zeker te zijn van de identiteit van een persoon tijdens een politieonderzoek.""","Identiteitsvaststelling is een proces waarbij de identiteit van een persoon wordt bevestigd of vastgesteld. Dit kan gebeuren door het controleren van persoonlijke documenten, zoals een paspoort of rijbewijs, of door het verifiëren van biometrische gegevens, zoals vingerafdrukken of gezichtsherkenning. 

In de context van overheidsdocumenten kan identiteitsvaststelling een belangrijke rol spelen in verschillende situaties. Bijvoorbeeld, bij de Koninklijke Marechaussee (KMAR) kan identiteitsvaststelling worden gebruikt bij grenscontroles om te verifiëren of iemand wel echt is wie hij zegt dat hij is. 

In het strafrecht kan identiteitsvaststelling worden gebruikt om te bevestigen dat de juiste persoon wordt beschuldigd of veroordeeld voor een misdrijf. 

Volgens de Politiegegevenswet heeft de politie de bevoegdheid om persoonsgegevens te verwerken voor de uitvoering van hun taken, waaronder het vaststellen van identiteiten. Dit kan bijvoorbeeld nodig zijn bij het opsporen van verdachten, het handhaven van de openbare orde, of het verlenen van hulp aan","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimisering
3. Identiteitsontkenning
4. Persoonsvermenging
5. Identiteitsvervalsing",,2025-06-13,,,2025-06-13T14:52:17.608864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonlijke gegevens van een individu, zoals naam, geboortedatum en burgerservicenummer, worden geverifieerd om de identiteit van dat individu te bevestigen.",,,
,,,,,,,,,,,2025-06-13,,,2025-06-13T15:33:58.850582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,,,,,,,,,,,2025-06-13,,,2025-06-13T15:34:06.352059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,,,,,,,,,,2025-06-13,,,2025-06-13T15:34:08.720840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,,,,,,,,,2025-06-13,,,2025-06-13T15:34:10.672077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,,,,,,,,2025-06-13,,,2025-06-13T15:34:12.406625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,,,,,,,,2025-06-13,,,2025-06-13T15:34:14.310840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonsgegevens van een individu worden geverifieerd om een onmiskenbare koppeling te maken tussen de persoon en zijn of haar identificerende informatie.,Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonsgegevens van een individu worden geverifieerd om een onmiskenbare koppeling te maken tussen de persoon en zijn of haar identificerende informatie.,"1. ""Bij de grenscontrole voerde de KMAR een identiteitsvaststelling uit om te controleren of de reizigers wel echt waren wie ze beweerden te zijn.""
2. ""In het strafrecht is identiteitsvaststelling een belangrijk proces om ervoor te zorgen dat de juiste persoon wordt berecht voor het misdrijf.""
3. ""Volgens de Politiegegevenswet is identiteitsvaststelling een noodzakelijke stap om accurate en betrouwbare informatie over verdachten te verzamelen.""","'Identiteitsvaststelling' verwijst naar het proces waarbij de identiteit van een individu wordt geverifieerd en bevestigd. Dit kan gebeuren door middel van verschillende methoden, zoals het controleren van officiële identificatiedocumenten (bijvoorbeeld paspoort, rijbewijs), biometrische gegevens (bijvoorbeeld vingerafdrukken, gezichtsherkenning) of andere informatie die uniek is voor het individu (bijvoorbeeld handtekening, stemherkenning).

In de context van overheidsdocumenten, kan 'identiteitsvaststelling' voorkomen in verschillende scenario's. Bijvoorbeeld, wanneer een individu zich aanmeldt voor overheidsdiensten, kan er een identiteitscontrole nodig zijn om te verifiëren dat de persoon is wie hij/zij beweert te zijn. Dit kan ook voorkomen in situaties waarin de overheid de identiteit van een individu moet bevestigen voor juridische doeleinden, zoals in strafrechtelijke onderzoeken.

De toepassing van 'identiteitsvaststelling' is gereguleerd door verschillende wetten, waaronder de Politiegegevenswet. Deze wet bepaalt onder andere welke gegevens de polit","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimisering
3. Identiteitsvervalsing
4. Persoonsverwisseling
5. Naamloosheid",,2025-06-13,,,2025-06-13T15:35:05.244620,"🟡 CON-01: bredere contexttaal herkend (om), formulering mogelijk vaag","✔️ CON-02: bronvermelding aanwezig en voldoende specifiek → De definitie van 'identiteitsvaststelling' in de context van de Koninklijke Marechaussee (KMAR) en het strafrecht, gebaseerd op de Politiegegevenswet, is gebaseerd op verschillende bronnen:

1. De Politiegegevenswet: Deze Nederlandse wet regelt de verwerking van persoonsgegevens door de politie voor de uitvoering van de politietaak. Identiteitsvaststelling is een cruciaal onderdeel van deze taak. De wet bevat specifieke bepalingen over de manier waarop de politie persoonsgegevens kan verzamelen en gebruiken, en dit vormt de wettelijke basis voor identiteitsvaststelling.

2. Het Wetboek van Strafvordering: In het bijzonder de artikelen 55b en 61, die de bevoegdheden van de politie regelen om de identiteit van personen vast te stellen in het kader van het strafrecht.

3. Richtlijnen van de Koninklijke Marechaussee: De KMAR heeft specifieke procedures en richtlijnen voor identiteitsvaststelling, die zijn gebaseerd op de bovengenoemde wetten en hun eigen operationele behoeften.

4. Algemene kennis van identiteitsvaststelling: Dit omvat de methoden en technieken die worden gebruikt om de identiteit van een persoon te verifiëren, zoals het controleren van identiteitsdocumenten, biometrische gegevens, enz.

5. Jurisprudentie: Verschillende rechterlijke uitspraken kunnen ook bijdragen aan de definitie van identiteitsvaststelling, door de interpretatie van de wet in specifieke gevallen.

6. Literatuur en studies over politiewerk en strafrecht: Deze kunnen inzicht geven in de praktische aspecten van identiteitsvaststelling en hoe deze worden toegepast in de context van de KMAR en het strafrecht. 

Let op: deze bronnen zijn algemeen en kunnen variëren afhankelijk van de specifieke definitie of context van identiteitsvaststelling die wordt gebruikt.",✔️ ESS-01: geen doelgerichte formuleringen aangetroffen in de definitie,❌ ESS-02: geen expliciet type of instantie herkend in de definitie,❌ ESS-03: geen unieke of onderscheidende formuleringen gevonden,❌ ESS-04: geen toetsbare elementen herkend in de definitie,❌ ESS-05: geen onderscheidende formulering aangetroffen in de definitie,"❌ INT-01: complexe elementen gevonden (of, waarbij, en), maar geen expliciet fout voorbeeld herkend",✔️ INT-02: geen beslisregels of voorwaardelijke formuleringen aangetroffen,✔️ INT-03: geen voornaamwoord-verwijzingen aangetroffen,"❌ INT-04: lidwoorden gevonden (persoon), context mogelijk onduidelijk","❌ INT-06: toelichtende elementen gevonden (waarbij), maar geen expliciet fout voorbeeld herkend","❌ INT-07: afkortingen gevonden (van, en, worden, tussen, naar, de, of, om, een, maken, haar, unieke, te, zijn), maar geen toelichting of verwijzing gevonden",✅ INT-08: definitie bevat geen negatieve formuleringen,✅ INT-09: geen opsommingen gevonden in de definitie,✅ INT-10: geen ontoegankelijke of impliciete achtergrondverwijzingen gevonden,✔️ SAM-01: geen afwijkende kwalificaties aangetroffen in de definitie,❌ SAM-02: overbodige herhaling(en) gevonden in definitie (persoonsgegevens),✔️ SAM-03: geen geneste of verweven definities aangetroffen,✔️ SAM-04: geen conflictieve formuleringen aangetroffen – mogelijk correct gedefinieerd,❌ SAM-05: definitie start met cirkeldefinitie (begrip gevolgd door verboden constructie),"❌ SAM-06: synoniemen herkend (of), maar geen duidelijke voorkeursbenaming",✔️ SAM-07: geen uitbreidende elementen herkend,✔️ SAM-08: geen synoniemverwijzing herkend – mogelijk correct toegepast,✔️ STR-01: geen werkwoordelijke start herkend – mogelijk goed geformuleerd,✔️ STR-02: geen herhaling van term herkend – mogelijk correct geformuleerd,✔️ STR-03: geen synonieme formulering gevonden,✔️ STR-04: geen algemene kick-off zonder toespitsing,✔️ STR-05: geen constructie-elementen gevonden,✔️ STR-06: geen formuleringen die informatiebehoefte suggereren,✔️ STR-07: geen dubbele ontkenning aangetroffen,"❌ STR-08: dubbelzinnige 'en'-constructie(s) gevonden (), context verduidelijken","❌ STR-09: dubbelzinnige 'of'-constructie(s) gevonden (of), context verduidelijken",✔️ VER-01: term is enkelvoudig,✔️ VER-02: definitie is enkelvoudig geformuleerd,"❌ VER-03: werkwoord niet in infinitief (), controle nodig",AI,"❌ ARAI01: werkwoord(en) als kern gevonden (zijn), geen toelichting herkend",✔️ ARAI02: geen containerbegrippen zonder concretisering aangetroffen,✔️ ARAI02SUB1: geen containerbegrippen aangetroffen,✔️ ARAI02SUB2: geen ambtelijke containerbegrippen aangetroffen,✔️ ARAI03: geen subjectieve bijvoeglijke naamwoorden aangetroffen,✔️ ARAI04: geen modale hulpwerkwoorden aangetroffen,✔️ ARAI04SUB1: geen modale werkwoorden aangetroffen in de definitie,✔️ ARAI05: geen impliciete aannames aangetroffen,⚠️ ARAI06: fout bij uitvoeren toetsfunctie – toets_ARAI06() got multiple values for argument 'begrip',Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonsgegevens van een individu worden geverifieerd om een onmiskenbare koppeling te maken tussen de persoon en zijn of haar identificerende informatie.,,,
